match_id,start_date,venue,team_1,team_2,winner,toss_winner,toss_decision
1311737,2022-08-16,"Hazelaarweg, Rotterdam",Pakistan,Netherlands,Pakistan,Pakistan,bat
1311738,2022-08-18,"Hazelaarweg, Rotterdam",Netherlands,Pakistan,Pakistan,Netherlands,bat
1311739,2022-08-21,"Hazelaarweg, Rotterdam",Pakistan,Netherlands,Pakistan,Pakistan,bat
1312798,2022-05-28,"Choice Moosa Stadium, Pearland",United States of America,Scotland,United States of America,United States of America,bat
1312799,2022-05-29,"Choice Moosa Stadium, Pearland",Scotland,United States of America,Scotland,Scotland,bat
1312800,2022-05-31,"Moosa Cricket Stadium, Pearland",United Arab Emirates,Scotland,Scotland,United Arab Emirates,bat
1312801,2022-06-01,"Moosa Cricket Stadium, Pearland",United Arab Emirates,United States of America,United States of America,United Arab Emirates,bat
1312802,2022-06-03,"Moosa Cricket Stadium, Pearland",Scotland,United Arab Emirates,United Arab Emirates,Scotland,bat
1312803,2022-06-04,"Moosa Cricket Stadium, Pearland",United States of America,United Arab Emirates,United Arab Emirates,United Arab Emirates,field
1312804,2022-06-08,"Moosa Cricket Stadium, Pearland",United States of America,Oman,United States of America,Oman,field
1312805,2022-06-09,"Moosa Cricket Stadium, Pearland",Oman,Nepal,Oman,Oman,bat
1312806,2022-06-11,"Moosa Cricket Stadium, Pearland",Nepal,United States of America,No Result,Nepal,bat
1312807,2022-06-12,"Moosa Cricket Stadium, Pearland",Oman,United States of America,Oman,Oman,bat
1312808,2022-06-14,"Moosa Cricket Stadium, Pearland",Oman,Nepal,Nepal,Oman,bat
1312809,2022-06-15,"Moosa Cricket Stadium, Pearland",United States of America,Nepal,United States of America,Nepal,field
1315038,2022-06-08,Multan Cricket Stadium,West Indies,Pakistan,Pakistan,West Indies,bat
1315039,2022-06-10,Multan Cricket Stadium,Pakistan,West Indies,Pakistan,Pakistan,bat
1315040,2022-06-12,Multan Cricket Stadium,Pakistan,West Indies,Pakistan,Pakistan,bat
1317152,2022-07-10,"Providence Stadium, Guyana",West Indies,Bangladesh,Bangladesh,Bangladesh,field
1317153,2022-07-13,"Providence Stadium, Guyana",West Indies,Bangladesh,Bangladesh,Bangladesh,field
1317154,2022-07-16,"Providence Stadium, Guyana",West Indies,Bangladesh,Bangladesh,Bangladesh,field
1317476,2022-08-28,"Tony Ireland Stadium, Townsville",Zimbabwe,Australia,Australia,Australia,field
1317477,2022-08-31,"Tony Ireland Stadium, Townsville",Zimbabwe,Australia,Australia,Australia,field
1317478,2022-09-03,"Riverway Stadium, Townsville",Australia,Zimbabwe,Zimbabwe,Zimbabwe,field
1317479,2022-09-06,"Cazaly's Stadium, Cairns",New Zealand,Australia,Australia,Australia,field
1317480,2022-09-08,"Cazaly's Stadium, Cairns",Australia,New Zealand,Australia,New Zealand,field
1317481,2022-09-11,"Cazaly's Stadium, Cairns",Australia,New Zealand,Australia,New Zealand,field
1317489,2022-11-17,Adelaide Oval,England,Australia,Australia,Australia,field
1317490,2022-11-19,Sydney Cricket Ground,Australia,England,Australia,Australia,bat
1317491,2022-11-22,Melbourne Cricket Ground,Australia,England,Australia,England,field
1317900,2022-07-22,"Queen's Park Oval, Port of Spain, Trinidad",India,West Indies,India,West Indies,field
1317901,2022-07-24,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,India,India,West Indies,bat
1317902,2022-07-27,"Queen's Park Oval, Port of Spain, Trinidad",India,West Indies,India,India,bat
1317911,2022-08-17,"Kensington Oval, Bridgetown, Barbados",New Zealand,West Indies,West Indies,West Indies,field
1317912,2022-08-19,"Kensington Oval, Bridgetown, Barbados",New Zealand,West Indies,New Zealand,West Indies,field
1317913,2022-08-21,"Kensington Oval, Bridgetown, Barbados",West Indies,New Zealand,New Zealand,New Zealand,field
1322031,2022-07-11,"Cambusdoon New Ground, Ayr",Namibia,Nepal,Namibia,Namibia,bat
1322032,2022-07-13,"Titwood, Glasgow",Scotland,Nepal,Nepal,Nepal,field
1322033,2022-07-14,"Titwood, Glasgow",Namibia,Scotland,Scotland,Scotland,field
1322034,2022-07-16,"Cambusdoon New Ground, Ayr",Namibia,Nepal,Namibia,Namibia,bat
1322035,2022-07-17,"Titwood, Glasgow",Nepal,Scotland,Scotland,Scotland,field
1322036,2022-08-10,"Mannofield Park, Aberdeen",Scotland,United Arab Emirates,Scotland,Scotland,bat
1322037,2022-08-11,"Mannofield Park, Aberdeen",United Arab Emirates,United States of America,United States of America,United Arab Emirates,bat
1322038,2022-08-13,"Mannofield Park, Aberdeen",United States of America,Scotland,Scotland,Scotland,field
1322039,2022-08-14,"Mannofield Park, Aberdeen",Scotland,United Arab Emirates,Scotland,United Arab Emirates,field
1322041,2022-08-17,"Mannofield Park, Aberdeen",Scotland,United States of America,United States of America,United States of America,field
1322278,2022-11-25,"Eden Park, Auckland",India,New Zealand,New Zealand,New Zealand,field
1322279,2022-11-27,"Seddon Park, Hamilton",India,New Zealand,No Result,New Zealand,field
1322280,2022-11-30,"Hagley Oval, Christchurch",India,New Zealand,No Result,New Zealand,field
1322359,2023-03-25,"Eden Park, Auckland",New Zealand,Sri Lanka,New Zealand,Sri Lanka,field
1322361,2023-03-31,"Seddon Park, Hamilton",Sri Lanka,New Zealand,New Zealand,Sri Lanka,bat
1323292,2022-08-05,Harare Sports Club,Bangladesh,Zimbabwe,Zimbabwe,Zimbabwe,field
1323293,2022-08-07,Harare Sports Club,Bangladesh,Zimbabwe,Zimbabwe,Zimbabwe,field
1323294,2022-08-10,Harare Sports Club,Bangladesh,Zimbabwe,Bangladesh,Zimbabwe,field
1325549,2022-08-18,Harare Sports Club,Zimbabwe,India,India,India,field
1325550,2022-08-20,Harare Sports Club,Zimbabwe,India,India,India,field
1325551,2022-08-22,Harare Sports Club,India,Zimbabwe,India,India,bat
1327509,2022-10-06,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",South Africa,India,South Africa,India,field
1327510,2022-10-09,"JSCA International Stadium Complex, Ranchi",South Africa,India,India,South Africa,bat
1327511,2022-10-11,"Arun Jaitley Stadium, Delhi",South Africa,India,India,India,field
1331365,2022-09-11,"Amini Park, Port Moresby",United States of America,Papua New Guinea,No Result,Papua New Guinea,field
1331366,2022-09-13,"Amini Park, Port Moresby",Papua New Guinea,United States of America,Papua New Guinea,United States of America,field
1331367,2022-09-15,"Amini Park, Port Moresby",Namibia,United States of America,Namibia,Namibia,bat
1331368,2022-09-17,"Amini Park, Port Moresby",Namibia,United States of America,Namibia,United States of America,field
1331369,2022-09-20,"Amini Park, Port Moresby",Namibia,Papua New Guinea,Namibia,Namibia,bat
1331370,2022-09-21,"Amini Park, Port Moresby",Namibia,Papua New Guinea,Namibia,Namibia,bat
1336052,2023-09-08,"Sophia Gardens, Cardiff",England,New Zealand,New Zealand,New Zealand,field
1336053,2023-09-10,"The Rose Bowl, Southampton",England,New Zealand,England,New Zealand,field
1336054,2023-09-13,"Kennington Oval, London",England,New Zealand,England,New Zealand,field
1336055,2023-09-15,"Lord's, London",England,New Zealand,England,England,bat
1336129,2023-09-23,"Trent Bridge, Nottingham",England,Ireland,England,Ireland,field
1336130,2023-09-26,"County Ground, Bristol",England,Ireland,No Result,Ireland,field
1339595,2023-01-27,"Mangaung Oval, Bloemfontein",South Africa,England,South Africa,South Africa,bat
1339596,2023-01-29,"Mangaung Oval, Bloemfontein",England,South Africa,South Africa,South Africa,field
1339597,2023-02-01,"Diamond Oval, Kimberley",England,South Africa,England,South Africa,field
1339602,2023-03-18,"Buffalo Park, East London",West Indies,South Africa,West Indies,West Indies,bat
1339603,2023-03-21,"Senwes Park, Potchefstroom",West Indies,South Africa,South Africa,South Africa,field
1339607,2023-03-31,"Willowmoore Park, Benoni",Netherlands,South Africa,South Africa,South Africa,field
1339608,2023-04-02,"The Wanderers Stadium, Johannesburg",South Africa,Netherlands,South Africa,Netherlands,field
1339611,2023-01-09,"National Stadium, Karachi",New Zealand,Pakistan,Pakistan,Pakistan,field
1339612,2023-01-11,"National Stadium, Karachi",New Zealand,Pakistan,New Zealand,New Zealand,bat
1339613,2023-01-13,"National Stadium, Karachi",Pakistan,New Zealand,New Zealand,Pakistan,bat
1339619,2023-04-27,Rawalpindi Cricket Stadium,New Zealand,Pakistan,Pakistan,Pakistan,field
1339620,2023-04-29,Rawalpindi Cricket Stadium,New Zealand,Pakistan,Pakistan,Pakistan,field
1339621,2023-05-03,"National Stadium, Karachi",Pakistan,New Zealand,Pakistan,New Zealand,field
1339622,2023-05-05,"National Stadium, Karachi",Pakistan,New Zealand,Pakistan,New Zealand,field
1339623,2023-05-07,"National Stadium, Karachi",New Zealand,Pakistan,New Zealand,New Zealand,bat
1340845,2022-12-04,"Shere Bangla National Stadium, Mirpur",India,Bangladesh,Bangladesh,Bangladesh,field
1340846,2022-12-07,"Shere Bangla National Stadium, Mirpur",Bangladesh,India,Bangladesh,Bangladesh,bat
1340847,2022-12-10,"Zahur Ahmed Chowdhury Stadium, Chattogram",India,Bangladesh,India,Bangladesh,field
1341969,2022-11-19,"Wanderers Cricket Ground, Windhoek",Papua New Guinea,Namibia,Namibia,Namibia,field
1341970,2022-11-20,"Wanderers Cricket Ground, Windhoek",United States of America,Namibia,United States of America,Namibia,field
1341971,2022-11-22,"Wanderers Cricket Ground, Windhoek",Papua New Guinea,United States of America,United States of America,United States of America,field
1341972,2022-11-23,"Wanderers Cricket Ground, Windhoek",Papua New Guinea,Namibia,Namibia,Papua New Guinea,bat
1341973,2022-11-25,"Wanderers Cricket Ground, Windhoek",United States of America,Papua New Guinea,United States of America,United States of America,bat
1341974,2022-11-26,"Wanderers Cricket Ground, Windhoek",United States of America,Namibia,Namibia,Namibia,field
1341975,2022-12-01,"United Cricket Club Ground, Windhoek",Namibia,Scotland,Scotland,Scotland,field
1341976,2022-12-02,"United Cricket Club Ground, Windhoek",Nepal,Namibia,No Result,Namibia,field
1341977,2022-12-04,"United Cricket Club Ground, Windhoek",Nepal,Scotland,Scotland,Scotland,field
1341978,2022-12-05,"United Cricket Club Ground, Windhoek",Scotland,Namibia,Namibia,Namibia,field
1341979,2022-12-07,"United Cricket Club Ground, Windhoek",Namibia,Nepal,Namibia,Nepal,field
1341980,2022-12-08,"United Cricket Club Ground, Windhoek",Nepal,Scotland,Scotland,Nepal,bat
1343683,2022-11-14,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,Nepal,United Arab Emirates,Nepal,field
1343684,2022-11-16,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,Nepal,Nepal,United Arab Emirates,bat
1343685,2022-11-18,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,Nepal,Nepal,Nepal,field
1348326,2023-01-18,Harare Sports Club,Ireland,Zimbabwe,Zimbabwe,Zimbabwe,field
1348327,2023-01-21,Harare Sports Club,Ireland,Zimbabwe,Ireland,Zimbabwe,field
1348328,2023-01-23,Harare Sports Club,Zimbabwe,Ireland,No Result,Zimbabwe,bat
1348643,2023-01-10,"Barsapara Cricket Stadium, Guwahati",India,Sri Lanka,India,Sri Lanka,field
1348644,2023-01-12,"Eden Gardens, Kolkata",Sri Lanka,India,India,Sri Lanka,bat
1348645,2023-01-15,"Greenfield International Stadium, Thiruvananthapuram",India,Sri Lanka,India,India,bat
1348646,2023-01-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,New Zealand,India,India,bat
1348647,2023-01-21,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,India,India,India,field
1348648,2023-01-24,"Holkar Cricket Stadium, Indore",India,New Zealand,India,New Zealand,field
1348656,2023-03-17,"Wankhede Stadium, Mumbai",Australia,India,India,India,field
1348657,2023-03-19,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,Australia,Australia,Australia,field
1348658,2023-03-22,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,India,Australia,Australia,bat
1351397,2023-03-01,"Shere Bangla National Stadium, Mirpur",Bangladesh,England,England,Bangladesh,bat
1351398,2023-03-03,"Shere Bangla National Stadium, Mirpur",England,Bangladesh,England,Bangladesh,field
1351399,2023-03-06,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,England,Bangladesh,Bangladesh,bat
1355717,2023-03-18,Sylhet International Cricket Stadium,Bangladesh,Ireland,Bangladesh,Ireland,field
1355718,2023-03-20,Sylhet International Cricket Stadium,Bangladesh,Ireland,No Result,Ireland,field
1355719,2023-03-23,Sylhet International Cricket Stadium,Ireland,Bangladesh,Bangladesh,Ireland,bat
1358073,2023-02-14,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,Nepal,Nepal,Nepal,field
1358074,2023-02-15,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,Scotland,Scotland,Scotland,field
1358075,2023-02-17,"Tribhuvan University International Cricket Ground, Kirtipur",Scotland,Nepal,Nepal,Nepal,field
1358076,2023-02-18,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,Nepal,Nepal,Nepal,field
1358077,2023-02-20,"Tribhuvan University International Cricket Ground, Kirtipur",Scotland,Namibia,Scotland,Namibia,field
1358078,2023-02-21,"Tribhuvan University International Cricket Ground, Kirtipur",Scotland,Nepal,Nepal,Nepal,field
1358079,2023-02-23,Dubai International Cricket Stadium,Namibia,United Arab Emirates,United Arab Emirates,United Arab Emirates,field
1358080,2023-02-25,Dubai International Cricket Stadium,United Arab Emirates,Namibia,Namibia,Namibia,field
1358082,2023-02-28,Dubai International Cricket Stadium,Papua New Guinea,United Arab Emirates,Papua New Guinea,United Arab Emirates,field
1358083,2023-03-02,Dubai International Cricket Stadium,United Arab Emirates,Nepal,United Arab Emirates,Nepal,field
1358084,2023-03-03,Dubai International Cricket Stadium,Papua New Guinea,Nepal,Nepal,Papua New Guinea,bat
1358085,2023-03-05,Dubai International Cricket Stadium,United Arab Emirates,Papua New Guinea,Papua New Guinea,Papua New Guinea,field
1358086,2023-03-06,Dubai International Cricket Stadium,Nepal,United Arab Emirates,Nepal,Nepal,bat
1358087,2023-03-09,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Papua New Guinea,Nepal,Papua New Guinea,field
1358088,2023-03-10,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,United Arab Emirates,Papua New Guinea,United Arab Emirates,field
1358089,2023-03-12,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,United Arab Emirates,Nepal,Nepal,bat
1358090,2023-03-13,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,Nepal,Nepal,Nepal,field
1358091,2023-03-15,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,United Arab Emirates,United Arab Emirates,Papua New Guinea,bat
1358092,2023-03-16,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,Nepal,Nepal,United Arab Emirates,bat
1362379,2023-03-21,Harare Sports Club,Zimbabwe,Netherlands,Netherlands,Netherlands,field
1362380,2023-03-23,Harare Sports Club,Zimbabwe,Netherlands,Zimbabwe,Zimbabwe,bat
1362381,2023-03-25,Harare Sports Club,Netherlands,Zimbabwe,Zimbabwe,Netherlands,bat
1364124,2023-05-09,"County Ground, Chelmsford",Bangladesh,Ireland,No Result,Ireland,field
1364125,2023-05-12,"County Ground, Chelmsford",Ireland,Bangladesh,Bangladesh,Bangladesh,field
1365092,2023-03-26,"Wanderers Cricket Ground, Windhoek",United States of America,Namibia,United States of America,Namibia,field
1365093,2023-03-27,"Wanderers Cricket Ground, Windhoek",United Arab Emirates,Papua New Guinea,United Arab Emirates,Papua New Guinea,field
1365095,2023-03-29,"Wanderers Cricket Ground, Windhoek",Canada,United States of America,Canada,United States of America,field
1365097,2023-03-30,"Wanderers Cricket Ground, Windhoek",Jersey,Namibia,Namibia,Jersey,bat
1365098,2023-03-30,"United Cricket Club Ground, Windhoek",United Arab Emirates,United States of America,United States of America,United Arab Emirates,bat
1365099,2023-04-01,"Wanderers Cricket Ground, Windhoek",Canada,United Arab Emirates,United Arab Emirates,Canada,bat
1365100,2023-04-01,"United Cricket Club Ground, Windhoek",Jersey,Papua New Guinea,Jersey,Jersey,bat
1365101,2023-04-02,"Wanderers Cricket Ground, Windhoek",United States of America,Papua New Guinea,United States of America,United States of America,bat
1365102,2023-04-02,"United Cricket Club Ground, Windhoek",United Arab Emirates,Namibia,United Arab Emirates,Namibia,field
1365103,2023-04-04,"Wanderers Cricket Ground, Windhoek",Namibia,Canada,Namibia,Namibia,bat
1365104,2023-04-04,"United Cricket Club Ground, Windhoek",United States of America,Jersey,United States of America,Jersey,field
1365105,2023-04-05,"Wanderers Cricket Ground, Windhoek",United Arab Emirates,Jersey,United Arab Emirates,United Arab Emirates,bat
1365106,2023-04-05,"United Cricket Club Ground, Windhoek",Canada,Papua New Guinea,Canada,Canada,bat
1365552,2023-05-14,"County Ground, Chelmsford",Bangladesh,Ireland,Bangladesh,Ireland,field
1367985,2023-04-21,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Oman,Nepal,Oman,field
1368000,2023-04-29,Mulpani Cricket Ground,United Arab Emirates,Oman,United Arab Emirates,Oman,field
1368002,2023-05-01,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,Nepal,Nepal,Nepal,field
1373571,2023-09-07,"Mangaung Oval, Bloemfontein",South Africa,Australia,Australia,Australia,field
1373572,2023-09-09,"Mangaung Oval, Bloemfontein",Australia,South Africa,Australia,South Africa,field
1373573,2023-09-12,"Sedgars Park, Potchefstroom",South Africa,Australia,South Africa,Australia,field
1373574,2023-09-15,"SuperSport Park, Centurion",South Africa,Australia,South Africa,Australia,field
1373575,2023-09-17,"The Wanderers Stadium, Johannesburg",South Africa,Australia,South Africa,Australia,field
1373576,2023-12-03,"Sir Vivian Richards Stadium, North Sound, Antigua",England,West Indies,West Indies,England,bat
1373577,2023-12-06,"Sir Vivian Richards Stadium, North Sound, Antigua",West Indies,England,England,England,field
1373578,2023-12-09,"Kensington Oval, Bridgetown, Barbados",England,West Indies,West Indies,West Indies,field
1375847,2024-02-02,Melbourne Cricket Ground,West Indies,Australia,Australia,Australia,field
1375848,2024-02-04,Sydney Cricket Ground,Australia,West Indies,Australia,West Indies,field
1375849,2024-02-06,"Manuka Oval, Canberra",West Indies,Australia,Australia,Australia,field
1377005,2023-06-04,Sharjah Cricket Stadium,United Arab Emirates,West Indies,West Indies,United Arab Emirates,bat
1377006,2023-06-06,Sharjah Cricket Stadium,West Indies,United Arab Emirates,West Indies,West Indies,bat
1377007,2023-06-09,Sharjah Cricket Stadium,United Arab Emirates,West Indies,West Indies,United Arab Emirates,bat
1377746,2023-06-18,Harare Sports Club,Nepal,Zimbabwe,Zimbabwe,Zimbabwe,field
1377747,2023-06-18,"Takashinga Sports Club, Highfield, Harare",West Indies,United States of America,West Indies,United States of America,field
1377748,2023-06-19,"Queens Sports Club, Bulawayo",Sri Lanka,United Arab Emirates,Sri Lanka,United Arab Emirates,field
1377749,2023-06-19,Bulawayo Athletic Club,Ireland,Oman,Oman,Oman,field
1377750,2023-06-20,Harare Sports Club,Netherlands,Zimbabwe,Zimbabwe,Zimbabwe,field
1377751,2023-06-20,"Takashinga Sports Club, Highfield, Harare",United States of America,Nepal,Nepal,Nepal,field
1377752,2023-06-21,"Queens Sports Club, Bulawayo",Ireland,Scotland,Scotland,Scotland,field
1377753,2023-06-21,Bulawayo Athletic Club,United Arab Emirates,Oman,Oman,Oman,field
1377754,2023-06-22,Harare Sports Club,West Indies,Nepal,West Indies,Nepal,field
1377755,2023-06-22,"Takashinga Sports Club, Highfield, Harare",United States of America,Netherlands,Netherlands,Netherlands,field
1377756,2023-06-23,"Queens Sports Club, Bulawayo",Oman,Sri Lanka,Sri Lanka,Sri Lanka,field
1377757,2023-06-23,Bulawayo Athletic Club,Scotland,United Arab Emirates,Scotland,United Arab Emirates,field
1377758,2023-06-24,Harare Sports Club,Zimbabwe,West Indies,Zimbabwe,West Indies,field
1377759,2023-06-24,"Takashinga Sports Club, Highfield, Harare",Nepal,Netherlands,Netherlands,Netherlands,field
1377760,2023-06-25,"Queens Sports Club, Bulawayo",Sri Lanka,Ireland,Sri Lanka,Ireland,field
1377761,2023-06-25,Bulawayo Athletic Club,Scotland,Oman,Scotland,Oman,field
1377762,2023-06-26,Harare Sports Club,Zimbabwe,United States of America,Zimbabwe,United States of America,field
1377763,2023-06-26,"Takashinga Sports Club, Highfield, Harare",West Indies,Netherlands,No Result,Netherlands,field
1377764,2023-06-27,"Queens Sports Club, Bulawayo",Sri Lanka,Scotland,Sri Lanka,Scotland,field
1377765,2023-06-27,Bulawayo Athletic Club,Ireland,United Arab Emirates,Ireland,United Arab Emirates,field
1377766,2023-06-29,"Queens Sports Club, Bulawayo",Zimbabwe,Oman,Zimbabwe,Oman,field
1377767,2023-06-30,"Queens Sports Club, Bulawayo",Sri Lanka,Netherlands,Sri Lanka,Sri Lanka,bat
1377768,2023-06-30,"Takashinga Sports Club, Highfield, Harare",United States of America,Ireland,Ireland,Ireland,field
1377769,2023-07-01,Harare Sports Club,West Indies,Scotland,Scotland,Scotland,field
1377770,2023-07-02,"Queens Sports Club, Bulawayo",Zimbabwe,Sri Lanka,Sri Lanka,Sri Lanka,field
1377771,2023-07-02,"Takashinga Sports Club, Highfield, Harare",United Arab Emirates,Nepal,Nepal,Nepal,field
1377772,2023-07-03,Harare Sports Club,Netherlands,Oman,Netherlands,Oman,field
1377773,2023-07-04,"Queens Sports Club, Bulawayo",Scotland,Zimbabwe,Scotland,Zimbabwe,field
1377774,2023-07-04,"Takashinga Sports Club, Highfield, Harare",Nepal,Ireland,Ireland,Ireland,field
1377775,2023-07-05,Harare Sports Club,Oman,West Indies,West Indies,West Indies,field
1377776,2023-07-06,"Queens Sports Club, Bulawayo",Scotland,Netherlands,Netherlands,Netherlands,field
1377777,2023-07-06,"Takashinga Sports Club, Highfield, Harare",United Arab Emirates,United States of America,United Arab Emirates,United Arab Emirates,bat
1377778,2023-07-07,Harare Sports Club,West Indies,Sri Lanka,Sri Lanka,Sri Lanka,field
1377779,2023-07-09,Harare Sports Club,Sri Lanka,Netherlands,Sri Lanka,Netherlands,field
1381214,2023-07-27,"Kensington Oval, Bridgetown, Barbados",West Indies,India,India,India,field
1381215,2023-07-29,"Kensington Oval, Bridgetown, Barbados",India,West Indies,West Indies,West Indies,field
1381216,2023-08-01,"Brian Lara Stadium, Tarouba, Trinidad",India,West Indies,India,West Indies,field
1384392,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,New Zealand,New Zealand,New Zealand,field
1384393,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Netherlands,Pakistan,Netherlands,field
1384395,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,Sri Lanka,South Africa,Sri Lanka,field
1384396,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,India,India,Australia,bat
1384397,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,Netherlands,New Zealand,Netherlands,field
1384398,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,Bangladesh,England,Bangladesh,field
1384399,2023-10-10,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sri Lanka,Pakistan,Pakistan,Sri Lanka,bat
1384401,2023-10-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",South Africa,Australia,South Africa,Australia,field
1384402,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,New Zealand,New Zealand,New Zealand,field
1384403,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,India,India,India,field
1384405,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Australia,Australia,Sri Lanka,bat
1384406,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,Netherlands,South Africa,field
1384408,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,India,Bangladesh,bat
1384409,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,Australia,Pakistan,field
1384410,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,Sri Lanka,Netherlands,bat
1384411,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,South Africa,England,field
1384412,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,India,India,field
1384414,2023-10-24,"Wankhede Stadium, Mumbai",South Africa,Bangladesh,South Africa,South Africa,bat
1384415,2023-10-25,"Arun Jaitley Stadium, Delhi",Australia,Netherlands,Australia,Australia,bat
1384416,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,Sri Lanka,Sri Lanka,England,bat
1384417,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,South Africa,South Africa,Pakistan,bat
1384418,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,New Zealand,Australia,New Zealand,field
1384419,2023-10-28,"Eden Gardens, Kolkata",Netherlands,Bangladesh,Netherlands,Netherlands,bat
1384420,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,England,India,England,field
1384422,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Pakistan,Pakistan,Bangladesh,bat
1384423,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,New Zealand,South Africa,New Zealand,field
1384424,2023-11-02,"Wankhede Stadium, Mumbai",India,Sri Lanka,India,Sri Lanka,field
1384426,2023-11-04,"M Chinnaswamy Stadium, Bengaluru",New Zealand,Pakistan,Pakistan,Pakistan,field
1384427,2023-11-04,"Narendra Modi Stadium, Ahmedabad",Australia,England,Australia,England,field
1384428,2023-11-05,"Eden Gardens, Kolkata",India,South Africa,India,India,bat
1384429,2023-11-06,"Arun Jaitley Stadium, Delhi",Sri Lanka,Bangladesh,Bangladesh,Bangladesh,field
1384431,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",England,Netherlands,England,England,bat
1384432,2023-11-09,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,New Zealand,New Zealand,New Zealand,field
1384434,2023-11-11,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Australia,Australia,Australia,field
1384435,2023-11-11,"Eden Gardens, Kolkata",England,Pakistan,England,England,bat
1384436,2023-11-12,"M Chinnaswamy Stadium, Bengaluru",India,Netherlands,India,India,bat
1384437,2023-11-15,"Wankhede Stadium, Mumbai",India,New Zealand,India,India,bat
1384438,2023-11-16,"Eden Gardens, Kolkata",South Africa,Australia,Australia,South Africa,bat
1384439,2023-11-19,"Narendra Modi Stadium, Ahmedabad",India,Australia,Australia,Australia,field
1385700,2024-09-19,"Trent Bridge, Nottingham",England,Australia,Australia,England,bat
1385701,2024-09-21,"Headingley, Leeds",Australia,England,Australia,England,field
1385702,2024-09-24,"Riverside Ground, Chester-le-Street",Australia,England,England,England,field
1385703,2024-09-27,"Lord's, London",England,Australia,England,Australia,field
1385704,2024-09-29,"County Ground, Bristol",England,Australia,Australia,Australia,field
1387600,2023-12-17,"The Wanderers Stadium, Johannesburg",South Africa,India,India,South Africa,bat
1387601,2023-12-19,"St George's Park, Gqeberha",India,South Africa,South Africa,South Africa,field
1387602,2023-12-21,"Boland Park, Paarl",India,South Africa,India,South Africa,field
1388211,2023-12-20,"Saxton Oval, Nelson",Bangladesh,New Zealand,New Zealand,New Zealand,field
1388212,2023-12-23,"McLean Park, Napier",New Zealand,Bangladesh,Bangladesh,Bangladesh,field
