match_id,venue,date,innings,team,pp_runs,pp_wkts,mid_runs,mid_wkts,dth_runs,dth_wkts
1389389,"Holkar Cricket Stadium, Indore",2023-09-24,1,India,80,1,216,2,103,2
1389389,"Holkar Cricket Stadium, Indore",2023-09-24,2,Australia,63,2,154,8,0,0
1389390,"Saurashtra Cricket Association Stadium, Rajkot",2023-09-27,1,Australia,90,1,196,4,66,2
1389390,"Saurashtra Cricket Association Stadium, Rajkot",2023-09-27,2,India,72,0,179,6,35,4
1395700,"Shere Bangla National Stadium, Mirpur",2023-09-21,1,New Zealand,26,2,110,3,0,0
1395701,"Shere Bangla National Stadium, Mirpur",2023-09-23,1,New Zealand,41,3,148,4,65,3
1395701,"Shere Bangla National Stadium, Mirpur",2023-09-23,2,Bangladesh,54,1,112,7,2,2
1395702,"Shere Bangla National Stadium, Mirpur",2023-09-26,1,Bangladesh,62,3,109,7,0,0
1395702,"Shere Bangla National Stadium, Mirpur",2023-09-26,2,New Zealand,49,2,126,1,0,0
1408102,"University Oval, Dunedin",2023-12-17,1,New Zealand,37,2,202,5,0,0
1408102,"University Oval, Dunedin",2023-12-17,2,Bangladesh,71,2,129,7,0,0
1412539,"R Premadasa Stadium, Colombo",2024-01-06,1,Sri Lanka,64,2,135,4,74,3
1412540,"R Premadasa Stadium, Colombo",2024-01-08,2,Sri Lanka,41,2,123,4,47,2
1412541,"R Premadasa Stadium, Colombo",2024-01-11,2,Sri Lanka,58,1,39,1,0,0
1419827,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024-03-13,1,Sri Lanka,71,1,149,4,35,5
1419827,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024-03-13,2,Bangladesh,55,3,177,1,25,0
1419828,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024-03-15,1,Bangladesh,64,1,142,5,80,1
1419828,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024-03-15,2,Sri Lanka,60,3,187,2,40,2
1419829,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024-03-18,1,Sri Lanka,39,2,135,5,61,3
1419829,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024-03-18,2,Bangladesh,56,1,177,5,4,0
1426549,Melbourne Cricket Ground,2024-11-04,1,Pakistan,35,2,134,5,34,3
1426549,Melbourne Cricket Ground,2024-11-04,2,Australia,61,2,143,6,0,0
1426550,Adelaide Oval,2024-11-08,1,Australia,59,2,104,8,0,0
1426550,Adelaide Oval,2024-11-08,2,Pakistan,47,0,122,1,0,0
1426551,Perth Stadium,2024-11-10,1,Australia,54,2,86,8,0,0
1426551,Perth Stadium,2024-11-10,2,Pakistan,47,0,96,2,0,0
1431088,"Zayed Cricket Stadium, Abu Dhabi",2024-10-02,1,South Africa,39,3,169,3,63,3
1431089,"Zayed Cricket Stadium, Abu Dhabi",2024-10-04,1,South Africa,61,0,185,4,97,1
1431090,"Zayed Cricket Stadium, Abu Dhabi",2024-10-07,2,South Africa,48,3,133,5,34,2
1432214,"Boland Park, Paarl",2024-12-17,1,South Africa,70,1,129,4,40,4
1432214,"Boland Park, Paarl",2024-12-17,2,Pakistan,32,1,163,3,47,3
1432215,"Newlands, Cape Town",2024-12-19,1,Pakistan,53,2,171,2,105,6
1432215,"Newlands, Cape Town",2024-12-19,2,South Africa,67,1,154,6,27,3
1432216,"The Wanderers Stadium, Johannesburg",2024-12-22,1,Pakistan,42,1,195,4,71,4
1432216,"The Wanderers Stadium, Johannesburg",2024-12-22,2,South Africa,57,2,198,6,16,2
1433370,"Sir Vivian Richards Stadium, North Sound, Antigua",2024-10-31,1,England,46,1,141,6,22,3
1433370,"Sir Vivian Richards Stadium, North Sound, Antigua",2024-10-31,2,West Indies,49,0,108,2,0,0
1433371,"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,1,West Indies,41,2,194,2,93,2
1433371,"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,2,England,58,1,171,3,100,1
1433372,"Kensington Oval, Bridgetown, Barbados",2024-11-06,1,England,24,4,139,1,100,3
1433372,"Kensington Oval, Bridgetown, Barbados",2024-11-06,2,West Indies,65,1,184,0,18,1
1433380,"Warner Park, Basseterre, St Kitts",2024-12-08,1,Bangladesh,58,2,152,3,84,1
1433380,"Warner Park, Basseterre, St Kitts",2024-12-08,2,West Indies,42,2,170,2,83,1
1433381,"Warner Park, Basseterre, St Kitts",2024-12-10,1,Bangladesh,55,3,131,4,41,3
1433381,"Warner Park, Basseterre, St Kitts",2024-12-10,2,West Indies,54,0,176,3,0,0
1433382,"Warner Park, Basseterre, St Kitts",2024-12-12,1,Bangladesh,46,2,171,3,104,0
1433382,"Warner Park, Basseterre, St Kitts",2024-12-12,2,West Indies,66,3,195,3,64,0
1439904,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2025-02-06,1,England,77,3,129,4,42,3
1439904,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2025-02-06,2,India,71,2,180,4,0,0
1439905,"Barabati Stadium, Cuttack",2025-02-09,1,England,75,0,155,4,74,6
1439905,"Barabati Stadium, Cuttack",2025-02-09,2,India,77,0,198,4,33,2
1439906,"Narendra Modi Stadium, Ahmedabad",2025-02-12,1,India,52,1,223,3,81,6
1439906,"Narendra Modi Stadium, Ahmedabad",2025-02-12,2,England,84,2,130,8,0,0
1442220,"Gaddafi Stadium, Lahore",2025-02-08,1,New Zealand,42,2,165,3,123,1
1442220,"Gaddafi Stadium, Lahore",2025-02-08,2,Pakistan,52,1,156,6,44,2
1442221,"Gaddafi Stadium, Lahore",2025-02-10,1,South Africa,46,1,150,2,108,3
1442221,"Gaddafi Stadium, Lahore",2025-02-10,2,New Zealand,50,1,208,3,50,0
1442222,"National Stadium, Karachi",2025-02-12,1,South Africa,64,1,178,3,110,1
1442222,"National Stadium, Karachi",2025-02-12,2,Pakistan,91,2,180,1,84,1
1442223,"National Stadium, Karachi",2025-02-14,1,Pakistan,48,2,133,3,61,5
1442223,"National Stadium, Karachi",2025-02-14,2,New Zealand,45,1,159,3,39,1
1442990,"R Premadasa Stadium, Colombo",2024-08-02,1,Sri Lanka,37,1,128,5,65,2
1442990,"R Premadasa Stadium, Colombo",2024-08-02,2,India,71,0,125,6,34,4
1442991,"R Premadasa Stadium, Colombo",2024-08-04,1,Sri Lanka,42,1,119,5,79,3
1442991,"R Premadasa Stadium, Colombo",2024-08-04,2,India,76,0,124,8,8,2
1442992,"R Premadasa Stadium, Colombo",2024-08-07,1,Sri Lanka,41,0,147,4,60,3
1442992,"R Premadasa Stadium, Colombo",2024-08-07,2,India,67,3,71,7,0,0
1443546,"Basin Reserve, Wellington",2025-01-05,1,Sri Lanka,23,4,152,4,3,2
1443546,"Basin Reserve, Wellington",2025-01-05,2,New Zealand,70,0,110,1,0,0
1443547,"Seddon Park, Hamilton",2025-01-08,1,New Zealand,71,1,184,8,0,0
1443547,"Seddon Park, Hamilton",2025-01-08,2,Sri Lanka,49,4,93,6,0,0
1443548,"Eden Park, Auckland",2025-01-11,1,Sri Lanka,66,0,148,5,76,3
1443548,"Eden Park, Auckland",2025-01-11,2,New Zealand,35,5,115,5,0,0
1443554,"McLean Park, Napier",2025-03-29,1,New Zealand,36,2,196,1,112,6
1443554,"McLean Park, Napier",2025-03-29,2,Pakistan,64,0,189,6,18,4
1443555,"Seddon Park, Hamilton",2025-04-02,1,New Zealand,72,2,138,4,82,2
1443555,"Seddon Park, Hamilton",2025-04-02,2,Pakistan,28,3,174,7,6,1
1443556,"Bay Oval, Mount Maunganui",2025-04-05,1,New Zealand,61,1,181,5,22,2
1443556,"Bay Oval, Mount Maunganui",2025-04-05,2,Pakistan,37,1,184,10,0,0
1444649,"Queens Sports Club, Bulawayo",2024-11-24,2,Pakistan,27,2,33,4,0,0
1444650,"Queens Sports Club, Bulawayo",2024-11-26,2,Pakistan,71,0,77,0,0,0
1444651,"Queens Sports Club, Bulawayo",2024-11-28,1,Pakistan,49,0,152,3,102,3
1448343,"Edgbaston, Birmingham",2025-05-29,1,England,90,1,193,3,117,4
1448343,"Edgbaston, Birmingham",2025-05-29,2,West Indies,58,3,104,7,0,0
1448344,"Sophia Gardens, Cardiff",2025-06-01,1,West Indies,56,1,171,3,81,6
1448344,"Sophia Gardens, Cardiff",2025-06-01,2,England,78,2,167,3,67,2
1448345,"Kennington Oval, London",2025-06-03,1,West Indies,59,3,192,6,0,0
1448345,"Kennington Oval, London",2025-06-03,2,England,121,1,125,2,0,0
1448354,"Headingley, Leeds",2025-09-02,1,England,57,2,74,8,0,0
1448354,"Headingley, Leeds",2025-09-02,2,South Africa,67,0,70,3,0,0
1448355,"Lord's, London",2025-09-04,1,South Africa,51,0,189,4,90,4
1448355,"Lord's, London",2025-09-04,2,England,56,1,182,4,87,4
1448356,"The Rose Bowl, Southampton",2025-09-07,1,England,67,1,232,1,115,3
1448356,"The Rose Bowl, Southampton",2025-09-07,2,South Africa,24,6,48,3,0,0
1451817,Pallekele International Cricket Stadium,2024-10-20,1,West Indies,43,2,142,2,0,0
1451817,Pallekele International Cricket Stadium,2024-10-20,2,Sri Lanka,69,3,165,2,0,0
1451818,Pallekele International Cricket Stadium,2024-10-23,1,West Indies,37,4,152,6,0,0
1451818,Pallekele International Cricket Stadium,2024-10-23,2,Sri Lanka,31,2,159,3,0,0
1451819,Pallekele International Cricket Stadium,2024-10-26,1,Sri Lanka,47,0,109,3,0,0
1451819,Pallekele International Cricket Stadium,2024-10-26,2,West Indies,76,1,120,1,0,0
1456443,Rangiri Dambulla International Stadium,2024-11-13,1,Sri Lanka,57,1,181,2,86,2
1456443,Rangiri Dambulla International Stadium,2024-11-13,2,New Zealand,71,0,104,9,0,0
1456444,Pallekele International Cricket Stadium,2024-11-17,1,New Zealand,38,2,147,4,24,4
1456444,Pallekele International Cricket Stadium,2024-11-17,2,Sri Lanka,41,2,133,5,36,0
1456445,Pallekele International Cricket Stadium,2024-11-19,1,New Zealand,59,1,53,0,0,0
1459908,"R Premadasa Stadium, Colombo",2025-02-12,1,Sri Lanka,39,4,127,4,48,2
1459908,"R Premadasa Stadium, Colombo",2025-02-12,2,Australia,36,4,129,6,0,0
1466414,"National Stadium, Karachi",2025-02-19,1,New Zealand,48,2,159,2,113,1
1466414,"National Stadium, Karachi",2025-02-19,2,Pakistan,22,2,174,4,64,4
1466415,Dubai International Cricket Stadium,2025-02-20,1,Bangladesh,39,5,126,0,63,5
1466415,Dubai International Cricket Stadium,2025-02-20,2,India,69,1,120,3,42,0
1466417,"Gaddafi Stadium, Lahore",2025-02-22,1,England,73,2,195,2,83,4
1466417,"Gaddafi Stadium, Lahore",2025-02-22,2,Australia,76,2,189,2,91,1
1466418,Dubai International Cricket Stadium,2025-02-23,1,Pakistan,52,2,131,3,58,5
1466418,Dubai International Cricket Stadium,2025-02-23,2,India,64,1,159,3,21,0
1466419,Rawalpindi Cricket Stadium,2025-02-24,1,Bangladesh,58,1,114,5,64,3
1466419,Rawalpindi Cricket Stadium,2025-02-24,2,New Zealand,54,2,154,2,32,1
1466424,"National Stadium, Karachi",2025-03-01,1,England,62,3,117,7,0,0
1466424,"National Stadium, Karachi",2025-03-01,2,South Africa,58,2,123,1,0,0
1466425,Dubai International Cricket Stadium,2025-03-02,1,India,37,3,148,3,64,3
1466425,Dubai International Cricket Stadium,2025-03-02,2,New Zealand,44,1,121,5,40,4
1466426,Dubai International Cricket Stadium,2025-03-04,1,Australia,63,2,150,4,51,4
1466426,Dubai International Cricket Stadium,2025-03-04,2,India,55,2,145,2,67,2
1466427,"Gaddafi Stadium, Lahore",2025-03-05,1,New Zealand,56,1,196,2,110,3
1466427,"Gaddafi Stadium, Lahore",2025-03-05,2,South Africa,56,1,167,7,89,1
1466428,Dubai International Cricket Stadium,2025-03-09,1,New Zealand,69,1,103,4,79,2
1466428,Dubai International Cricket Stadium,2025-03-09,2,India,64,0,127,4,63,2
1469168,"R Premadasa Stadium, Colombo",2025-02-14,1,Sri Lanka,40,1,144,2,97,1
1469168,"R Premadasa Stadium, Colombo",2025-02-14,2,Australia,48,3,59,7,0,0
1472511,"Castle Avenue, Dublin",2025-05-21,2,West Indies,35,5,144,5,0,0
1472512,"Castle Avenue, Dublin",2025-05-23,1,West Indies,55,2,172,3,125,3
1472513,"Castle Avenue, Dublin",2025-05-25,1,West Indies,58,2,183,1,144,4
1472528,"Brian Lara Stadium, Tarouba, Trinidad",2025-08-08,1,West Indies,59,1,137,3,84,6
1472528,"Brian Lara Stadium, Tarouba, Trinidad",2025-08-08,2,Pakistan,48,1,161,4,75,0
1472529,"Brian Lara Stadium, Tarouba, Trinidad",2025-08-10,1,Pakistan,39,2,132,5,0,0
1472529,"Brian Lara Stadium, Tarouba, Trinidad",2025-08-10,2,West Indies,30,2,154,3,0,0
1472530,"Brian Lara Stadium, Tarouba, Trinidad",2025-08-12,1,West Indies,36,1,139,3,119,2
1472530,"Brian Lara Stadium, Tarouba, Trinidad",2025-08-12,2,Pakistan,26,4,66,6,0,0
1478901,"Cazaly's Stadium, Cairns",2025-08-19,1,South Africa,56,0,167,3,73,5
1478901,"Cazaly's Stadium, Cairns",2025-08-19,2,Australia,67,2,129,6,2,2
1478902,"Great Barrier Reef Arena, Mackay",2025-08-22,1,South Africa,56,2,177,3,44,5
1478902,"Great Barrier Reef Arena, Mackay",2025-08-22,2,Australia,39,3,154,7,0,0
1478903,"Great Barrier Reef Arena, Mackay",2025-08-24,1,Australia,86,0,219,2,126,0
1478903,"Great Barrier Reef Arena, Mackay",2025-08-24,2,South Africa,65,4,90,6,0,0
1478904,Perth Stadium,2025-10-19,1,India,27,3,109,6,0,0
1478904,Perth Stadium,2025-10-19,2,Australia,55,2,76,1,0,0
1478905,Adelaide Oval,2025-10-23,1,India,29,2,169,3,66,4
1478905,Adelaide Oval,2025-10-23,2,Australia,42,1,174,4,49,3
1478906,Sydney Cricket Ground,2025-10-25,1,Australia,63,1,143,6,30,3
1478906,Sydney Cricket Ground,2025-10-25,2,India,68,0,169,1,0,0
1485505,"R Premadasa Stadium, Colombo",2025-07-02,1,Sri Lanka,50,3,142,3,52,4
1485505,"R Premadasa Stadium, Colombo",2025-07-02,2,Bangladesh,61,1,106,9,0,0
1485506,"R Premadasa Stadium, Colombo",2025-07-05,1,Bangladesh,65,1,145,5,38,4
1485506,"R Premadasa Stadium, Colombo",2025-07-05,2,Sri Lanka,75,2,99,6,58,2
1485507,Pallekele International Cricket Stadium,2025-07-08,1,Sri Lanka,51,1,171,2,63,4
1485507,Pallekele International Cricket Stadium,2025-07-08,2,Bangladesh,55,2,131,8,0,0
1491720,"Bay Oval, Mount Maunganui",2025-10-26,1,England,45,5,178,5,0,0
1491720,"Bay Oval, Mount Maunganui",2025-10-26,2,New Zealand,59,3,165,3,0,0
1491721,"Seddon Park, Hamilton",2025-10-29,1,England,49,2,126,8,0,0
1491721,"Seddon Park, Hamilton",2025-10-29,2,New Zealand,32,1,145,4,0,0
1491722,"Sky Stadium, Wellington",2025-11-01,1,England,44,4,178,5,0,1
1491722,"Sky Stadium, Wellington",2025-11-01,2,New Zealand,64,0,140,8,22,0
1491728,"Hagley Oval, Christchurch",2025-11-16,1,New Zealand,39,2,146,2,84,3
1491728,"Hagley Oval, Christchurch",2025-11-16,2,West Indies,32,1,140,4,90,1
1491729,"McLean Park, Napier",2025-11-19,1,West Indies,40,2,207,7,0,0
1491729,"McLean Park, Napier",2025-11-19,2,New Zealand,44,0,204,5,0,0
1491730,"Seddon Park, Hamilton",2025-11-22,1,West Indies,60,3,101,7,0,0
1491730,"Seddon Park, Hamilton",2025-11-22,2,New Zealand,32,2,130,4,0,0
1492821,Harare Sports Club,2025-08-29,1,Sri Lanka,29,1,156,4,113,1
1492822,Harare Sports Club,2025-08-31,2,Sri Lanka,45,0,166,3,67,2
1501898,"Iqbal Stadium, Faisalabad",2025-11-04,1,South Africa,62,0,149,6,52,4
1501898,"Iqbal Stadium, Faisalabad",2025-11-04,2,Pakistan,53,0,153,4,58,4
1501899,"Iqbal Stadium, Faisalabad",2025-11-06,1,Pakistan,41,3,138,2,90,4
1501899,"Iqbal Stadium, Faisalabad",2025-11-06,2,South Africa,65,0,204,2,1,0
1501900,"Iqbal Stadium, Faisalabad",2025-11-08,1,South Africa,47,0,96,10,0,0
1501900,"Iqbal Stadium, Faisalabad",2025-11-08,2,Pakistan,59,1,85,2,0,0
1502167,Rawalpindi Cricket Stadium,2025-11-11,1,Pakistan,28,1,167,3,104,1
1502167,Rawalpindi Cricket Stadium,2025-11-11,2,Sri Lanka,75,0,147,7,71,2
1502168,Rawalpindi Cricket Stadium,2025-11-14,1,Sri Lanka,51,1,162,4,75,3
1502168,Rawalpindi Cricket Stadium,2025-11-14,2,Pakistan,77,1,158,1,54,0
1502169,Rawalpindi Cricket Stadium,2025-11-16,1,Sri Lanka,57,1,128,6,26,3
1502169,Rawalpindi Cricket Stadium,2025-11-16,2,Pakistan,46,1,139,3,30,0
1505122,"Shere Bangla National Stadium, Mirpur",2025-10-18,1,Bangladesh,33,2,107,2,67,6
1505122,"Shere Bangla National Stadium, Mirpur",2025-10-18,2,West Indies,45,0,88,10,0,0
1505123,"Shere Bangla National Stadium, Mirpur",2025-10-21,1,Bangladesh,40,1,91,5,82,1
1505123,"Shere Bangla National Stadium, Mirpur",2025-10-21,2,West Indies,34,1,116,6,63,2
1505124,"Shere Bangla National Stadium, Mirpur",2025-10-23,1,Bangladesh,74,0,157,3,65,5
1505124,"Shere Bangla National Stadium, Mirpur",2025-10-23,2,West Indies,39,3,78,7,0,0
656399,Hagley Oval,2015-02-14,1,New Zealand,77,0,152,4,102,2
656399,Hagley Oval,2015-02-14,2,Sri Lanka,46,0,163,7,24,3
656401,Melbourne Cricket Ground,2015-02-14,1,Australia,66,2,171,3,105,4
656401,Melbourne Cricket Ground,2015-02-14,2,England,50,2,171,7,10,1
656403,Seddon Park,2015-02-15,1,South Africa,28,2,165,2,146,0
656405,Adelaide Oval,2015-02-15,1,India,42,1,175,1,83,5
656405,Adelaide Oval,2015-02-15,2,Pakistan,46,1,148,6,30,3
656407,Saxton Oval,2015-02-16,1,West Indies,40,2,140,3,124,2
656409,University Oval,2015-02-17,2,New Zealand,66,2,80,5,0,0
656415,Westpac Stadium,2015-02-20,1,England,43,2,80,8,0,0
656415,Westpac Stadium,2015-02-20,2,New Zealand,116,2,9,0,0,0
656417,Hagley Oval,2015-02-21,1,West Indies,46,2,149,3,115,2
656417,Hagley Oval,2015-02-21,2,Pakistan,25,4,135,6,0,0
656423,Melbourne Cricket Ground,2015-02-22,1,India,36,1,191,1,80,5
656423,Melbourne Cricket Ground,2015-02-22,2,South Africa,38,1,137,8,2,1
656425,Hagley Oval,2015-02-23,1,England,58,0,167,4,78,4
656427,Manuka Oval,2015-02-24,1,West Indies,43,1,177,0,152,1
656433,Melbourne Cricket Ground,2015-02-26,1,Sri Lanka,51,0,166,1,115,0
656433,Melbourne Cricket Ground,2015-02-26,2,Bangladesh,60,3,144,3,36,4
656435,Sydney Cricket Ground,2015-02-27,1,South Africa,30,1,228,2,150,2
656435,Sydney Cricket Ground,2015-02-27,2,West Indies,47,2,104,8,0,0
656437,Eden Park,2015-02-28,1,Australia,68,1,83,9,0,0
656437,Eden Park,2015-02-28,2,New Zealand,81,4,71,5,0,0
656439,Western Australia Cricket Association Ground,2015-02-28,2,India,52,1,52,0,0,0
656441,Westpac Stadium,2015-03-01,1,England,62,1,141,3,106,2
656441,Westpac Stadium,2015-03-01,2,Sri Lanka,55,0,192,1,65,0
656443,"Brisbane Cricket Ground, Woolloongabba",2015-03-01,1,Pakistan,14,2,148,4,73,1
656445,Manuka Oval,2015-03-03,1,South Africa,57,1,223,1,131,2
656447,McLean Park,2015-03-04,1,Pakistan,41,1,174,2,124,3
656451,Saxton Oval,2015-03-05,2,Bangladesh,62,1,190,3,70,0
656453,Western Australia Cricket Association Ground,2015-03-06,1,West Indies,38,4,124,4,20,2
656453,Western Australia Cricket Association Ground,2015-03-06,2,India,41,2,144,4,0,0
656455,Eden Park,2015-03-07,1,Pakistan,35,1,161,4,26,5
656455,Eden Park,2015-03-07,2,South Africa,67,2,135,8,0,0
656461,Sydney Cricket Ground,2015-03-08,1,Australia,49,2,204,2,123,5
656461,Sydney Cricket Ground,2015-03-08,2,Sri Lanka,69,1,203,3,40,6
656463,Adelaide Oval,2015-03-09,1,Bangladesh,32,2,165,2,78,3
656463,Adelaide Oval,2015-03-09,2,England,50,1,131,5,79,4
656465,Seddon Park,2015-03-10,2,India,73,0,187,2,0,0
656467,Bellerive Oval,2015-03-11,1,Sri Lanka,46,1,236,3,81,5
656469,Westpac Stadium,2015-03-12,1,South Africa,61,1,179,3,101,2
656471,Seddon Park,2015-03-13,1,Bangladesh,29,2,155,3,104,2
656471,Seddon Park,2015-03-13,2,New Zealand,57,2,154,2,79,3
656475,Eden Park,2015-03-14,2,India,35,2,162,2,91,0
656477,Bellerive Oval,2015-03-14,2,Australia,63,1,70,2,0,0
656479,McLean Park,2015-03-15,2,West Indies,69,2,107,2,0,0
656481,Adelaide Oval,2015-03-15,2,Pakistan,65,0,145,3,31,0
656483,Sydney Cricket Ground,2015-03-18,1,Sri Lanka,35,2,98,8,0,0
656483,Sydney Cricket Ground,2015-03-18,2,South Africa,61,1,73,0,0,0
656485,Melbourne Cricket Ground,2015-03-19,1,India,51,0,154,3,97,3
656485,Melbourne Cricket Ground,2015-03-19,2,Bangladesh,44,2,125,4,24,4
656487,Adelaide Oval,2015-03-20,1,Pakistan,37,2,145,4,31,4
656487,Adelaide Oval,2015-03-20,2,Australia,56,2,160,2,0,0
656489,Westpac Stadium,2015-03-21,1,New Zealand,63,1,177,2,153,3
656489,Westpac Stadium,2015-03-21,2,West Indies,80,4,170,6,0,0
656491,Eden Park,2015-03-24,1,South Africa,39,2,200,2,42,1
656491,Eden Park,2015-03-24,2,New Zealand,88,2,181,3,30,1
656493,Sydney Cricket Ground,2015-03-26,1,Australia,56,1,183,3,89,3
656493,Sydney Cricket Ground,2015-03-26,2,India,55,0,141,5,37,5
656495,Melbourne Cricket Ground,2015-03-29,1,New Zealand,31,1,134,5,18,4
656495,Melbourne Cricket Ground,2015-03-29,2,Australia,56,1,130,2,0,0
722339,Kingsmead,2015-01-16,1,South Africa,59,2,183,2,37,4
722339,Kingsmead,2015-01-16,2,West Indies,67,2,97,8,0,0
722341,New Wanderers Stadium,2015-01-18,1,South Africa,51,0,225,1,163,1
722341,New Wanderers Stadium,2015-01-18,2,West Indies,63,2,179,4,49,1
722343,Buffalo Park,2015-01-21,1,West Indies,37,3,85,7,0,0
722343,Buffalo Park,2015-01-21,2,South Africa,38,1,86,0,0,0
722345,St George's Park,2015-01-25,1,South Africa,49,3,135,2,78,3
722345,St George's Park,2015-01-25,2,West Indies,26,2,171,5,69,2
722347,SuperSport Park,2015-01-28,1,South Africa,59,2,265,1,37,2
722347,SuperSport Park,2015-01-28,2,West Indies,68,1,162,9,0,0
743943,Edgbaston,2015-06-09,1,England,68,2,220,4,120,3
743943,Edgbaston,2015-06-09,2,New Zealand,70,2,128,8,0,0
743945,Kennington Oval,2015-06-12,1,New Zealand,77,1,212,2,109,2
743945,Kennington Oval,2015-06-12,2,England,65,0,244,7,56,2
743947,The Rose Bowl,2015-06-14,1,England,41,2,226,3,35,5
743947,The Rose Bowl,2015-06-14,2,New Zealand,64,2,185,2,57,3
743949,Trent Bridge,2015-06-17,1,New Zealand,64,0,177,3,108,4
743949,Trent Bridge,2015-06-17,2,England,97,0,218,3,35,0
743951,Riverside Ground,2015-06-20,1,New Zealand,59,1,147,3,77,5
743951,Riverside Ground,2015-06-20,2,England,52,5,140,2,0,0
743973,"Civil Service Cricket Club, Stormont",2015-08-27,1,Australia,80,0,140,6,2,0
743977,The Rose Bowl,2015-09-03,1,Australia,54,0,158,6,93,0
743977,The Rose Bowl,2015-09-03,2,England,61,0,159,7,26,3
743979,Lord's,2015-09-05,1,Australia,46,2,172,3,91,3
743979,Lord's,2015-09-05,2,England,57,1,173,7,15,2
743981,Old Trafford,2015-09-08,1,England,57,1,179,3,64,4
743981,Old Trafford,2015-09-08,2,Australia,51,1,126,8,30,1
743983,Headingley,2015-09-11,1,Australia,39,3,171,1,89,3
743983,Headingley,2015-09-11,2,England,73,1,165,4,66,2
743985,Old Trafford,2015-09-13,1,England,40,4,98,6,0,0
743985,Old Trafford,2015-09-13,2,Australia,36,2,104,0,0,0
749781,Hagley Oval,2015-01-11,1,Sri Lanka,26,2,129,3,63,4
749781,Hagley Oval,2015-01-11,2,New Zealand,76,2,133,4,10,1
749783,Seddon Park,2015-01-15,1,New Zealand,50,1,140,6,58,3
749783,Seddon Park,2015-01-15,2,Sri Lanka,49,0,154,3,49,1
749785,Eden Park,2015-01-17,1,New Zealand,45,1,100,2,0,0
749787,Saxton Oval,2015-01-20,1,Sri Lanka,46,1,165,3,65,6
749787,Saxton Oval,2015-01-20,2,New Zealand,44,2,156,2,80,2
749789,University Oval,2015-01-23,1,New Zealand,50,1,188,4,122,0
749789,University Oval,2015-01-23,2,Sri Lanka,51,0,184,7,17,3
749791,University Oval,2015-01-25,1,New Zealand,39,1,190,2,86,5
749791,University Oval,2015-01-25,2,Sri Lanka,42,0,150,9,3,1
749793,Westpac Stadium,2015-01-29,1,Sri Lanka,42,0,170,4,75,2
749793,Westpac Stadium,2015-01-29,2,New Zealand,34,2,181,5,38,3
749795,Westpac Stadium,2015-01-31,1,Pakistan,30,2,144,4,36,4
749795,Westpac Stadium,2015-01-31,2,New Zealand,61,1,152,2,0,0
749797,McLean Park,2015-02-03,1,New Zealand,48,1,205,2,116,2
749797,McLean Park,2015-02-03,2,Pakistan,50,0,178,7,22,3
754749,Melbourne Cricket Ground,2015-01-18,1,India,45,2,161,2,61,4
754749,Melbourne Cricket Ground,2015-01-18,2,Australia,56,1,162,2,51,3
754751,Sydney Cricket Ground,2015-01-16,1,England,39,4,128,2,67,4
754751,Sydney Cricket Ground,2015-01-16,2,Australia,55,1,180,6,0,0
754753,"Brisbane Cricket Ground, Woolloongabba",2015-01-20,1,India,36,1,117,9,0,0
754753,"Brisbane Cricket Ground, Woolloongabba",2015-01-20,2,England,67,1,89,0,0,0
754755,Bellerive Oval,2015-01-23,1,England,69,0,175,2,59,6
754755,Bellerive Oval,2015-01-23,2,Australia,67,0,163,5,74,2
754757,Sydney Cricket Ground,2015-01-26,1,India,45,1,24,1,0,0
754759,Western Australia Cricket Association Ground,2015-01-30,1,India,34,0,123,6,43,4
754759,Western Australia Cricket Association Ground,2015-01-30,2,England,35,1,128,4,38,2
754761,Western Australia Cricket Association Ground,2015-02-01,1,Australia,42,2,150,2,86,4
754761,Western Australia Cricket Association Ground,2015-02-01,2,England,46,2,120,8,0,0
800469,Mangaung Oval,2016-02-03,1,England,75,1,222,3,102,5
800469,Mangaung Oval,2016-02-03,2,South Africa,72,1,178,4,0,0
800471,St George's Park,2016-02-06,1,South Africa,52,1,146,2,64,4
800471,St George's Park,2016-02-06,2,England,39,1,159,3,65,1
800473,SuperSport Park,2016-02-09,1,England,56,1,180,3,82,4
800473,SuperSport Park,2016-02-09,2,South Africa,57,0,199,2,63,1
800475,New Wanderers Stadium,2016-02-12,1,England,39,1,159,5,64,4
800475,New Wanderers Stadium,2016-02-12,2,South Africa,53,1,151,5,62,3
800477,Newlands,2016-02-14,1,England,59,1,153,7,24,2
800477,Newlands,2016-02-14,2,South Africa,32,3,175,2,30,0
817207,Shere Bangla National Stadium,2015-07-10,1,Bangladesh,52,4,108,6,0,0
817207,Shere Bangla National Stadium,2015-07-10,2,South Africa,38,1,126,1,0,0
817209,Shere Bangla National Stadium,2015-07-12,1,South Africa,38,1,89,6,35,3
